text,label
"The Liberal vision for people with disabilities is therefore a vision of a truly Accessible and Inclusive Canada – accessible and inclusive not just for persons with physical disabilities, but also persons with psychological and other invisible disabilities.",37
"Line 4 is the cost of the measures in the Economic and Fiscal Update, including the personal income tax cuts proposed by the Martin government in the Update and passed by Parliament before dissolution.",32
and decrease our contributions to NATO war efforts.,4
"* Enforce sustainable harvesting technologies such as long lines, cod traps or significantly modified mobile gear and monitor results to ensure the return of healthy stocks and biodiversity.",35
Jack Layton and the New Democrats will: Introduce a Poverty Elimination Act to eliminate poverty in Canada by the year 2020:,37
"A Conservative government led by Stephen Harper will make all votes, except the budget and main estimates, “free votes” for ordinary Members of Parliament.",11
"Various regional development programmes (ACOA, Western Economic Diversification, Canadian Economic Development in Quebec) have funneled billions into failed enterprises.",19
"Achieving this vision will require large-scale investments in every region of the country to strengthen Canada’s multi-role, combat-capable defence force.",3
"Working with the provinces and health care providers, we will design the right nationwide approach to provide all Canadians with a basic level of coverage, including catastrophic protection, and to contain pharmaceutical costs.",38
"To begin with, these investments respond to the reality of modern life: that both parents want to, and often need to participate more fully in the paid labour force while knowing that their children are thriving in a caring, stimulating environment.",38
It is also true that the Green Party does politics a little differently.,18
"* With the provinces, First Nations and the logging industry, devise incentives that promote the use of single stem selection logging and longer rotations that conserve natural forest ecosystems.",35
That is why the Liberal strategy to promote economic development in Canada’s regions will emphasize the “new economy” fundamentals – skills upgrading; support for R&D; building research capacity in regional universities; and modern infrastructure (e.g. broadband communications).,39
Recent history makes it clear that purely voluntary efforts do not work.,35
"A Liberal government will increase the Army Reserves to 18,500 from 15,500.",3
"We will build carbon pricing into our strategy for international trade, endeavouring where possible to ensure that goods from countries that are not pricing carbon will face a tariff reflective of carbon content.",24
The fair and effective administration of justice is a cornerstone to maintaining a safe community.,46
High taxes.,18
Canada’s multicultural diversity is an essential part of our national identity.,42
There in no more financially strategic or medically flexible way to help our health care system than increasing the role and numbers of nurses and nurse practitioners.,38
* Ensure all seniors who qualify are made aware of available federal income supplements available and instructed on how to apply for them.,38
We have to break this vicious cycle.,35
"– Provide significantly increased federal funding for public transit, rail transport and rail passenger services, and low-impact transportation options including cycling and pedestrian facilities.",39
Abandoning Paul Martin’s appeal of the Supreme Court decision extending retroactive CPP Survivor benefits for same-sex couples.,38
"A Conservative government will seek to strengthen rules-based trading arrangements,",24
Questions are being asked about the financial sustainability of medicare.,38
Introduce an Every Vote Counts Act to change Canada’s federal electoral system to a mixed electoral system that combines constituency-based MPs with proportional representation.,11
"For the long term, we favour working with provincial and territorial governments to develop a consistent rules-based system of fiscal equalization designed to equalize basic services rather than simply revenue-raising capacity.",15
"Expand the New Deal to allow all cities and communities, including cities with more than 500,000 people, to use gas tax transfer dollars to build and repair roads and bridges to improve road safety and fight traffic congestion.",39
* Introduce a Corporate Social Responsibility Act to regulate the mining industry requiring the highest environmental practices,35
"Canadians believe deeply in equality of races, of religions and of people.",42
We will also restore the $5.1 billion commitment and the specifics of the Kelowna Accord.,14
"A Conservative government is also prepared to negotiate with the provinces to achieve a greater long-term federal commitment to health care funding, provided that new funding is linked to achieving the broader health reform goals of the 2003 Accord.",38
But families need support and recognition from government.,44
and support for United Nations peacekeeping operations.,5
"Add energy conservation and efficiency criteria to the Canadian Building Code, working with provinces and territories.",34
"Mandatory labelling of farmed fish and genetically engineered food,",21
"And while very encouraging progress has been made with respect to post-secondary education, young Aboriginal Canadians are still much less likely than other Canadians to hold university degrees or college diplomas – e. g. , among 18–29 year olds, only 23% of Aboriginal Canadians have completed post-secondary education, about half the completion rate of the population at large.",40
"– Provide adequate housing, water, and infrastructure.",39
"A Liberal government will continue to contribute to solutions for housing in Canada, building on our existing $1 billion contribution to stimulate affordable rental housing;",38
Legitimate target shooters who meet strict requirements will be exempted.,46
"According to Goldman Sachs, the amount of international capital to be invested in environmental technologies and clean energy has skyrocketed from $400 billion in 2003 to $3 trillion in 2006 – more than a seven- fold increase in just three years.",28
and increasing management of natural resources and sustainable development.,34
"Supporting First Nations, Métis, and Inuit initiatives to improve health.",38
"If it could be proved that, over time, such arrangements led to a failure to re-invest profits in modernizing and expanding Canadian operations, action would be appropriate.",32
"Rewrite a fair trade agreement based on principles that protect human rights, workers rights, jobs, and that recognize limits to growth and resources,",24
"Instead, we will include a check-off box on taxpayers’ T1 forms that will allow Canadians to direct a nominal amount towards the registered political party of their choice.",16
"A Liberal government will eliminate the fee, cutting it immediately to $600, then to $300 after 12 months, and finally to zero within the next two budgets.",16
"We will continue and increase support for those cultural institutions that are within the Heritage Canada portfolio: Canada Council, the Canadian Broadcasting Company (CBC), the National Film Board (NFB), and Telefilm Canada.",42
"We have made it easier for fisheries operators to pass on their licences to family members,",52
"a) Ensure that listing under the Species at Risk Act is based on scientific, and not political, processes.",35
"The Liberal Party for the past 12 years has created hardship for new Canadians and their families by : imposing landing fees for all immigrants for the first time in Canadian history, cutting funds to the Immigration Department resulting in less support for immigrants attempting to settle in Canada, and reducing staffing in Canada Immigration Centres overseas.",45
"We will create, for example, a national employer network modelled on the highly successful Greater Vancouver Business initiative.",30
Establish specific targets within labour market agreements negotiated with the provinces and territories to assist those with disabilities.,37
"Require that all government departments and agencies incorporate a “triple bottom line” (social, economic and environmental cost/benefit) analysis in purchasing goods and services and assessing their operations and programs.",24
"For the past two and a half years, Prime Minister Stephen Harper has provided that leadership by managing the economy with prudence and discipline and by providing Canadian families and businesses with practical help that's making a real difference.",18
Aboriginal Canada presents the reverse image of Canada’s demographic picture.,54
"Liberal prime ministers have often unilaterally appointed Liberal candidates to run in ridings, leaving various ethnic and cultural groups feeling they have been discriminated against.",48
"We are investing $1.48 billion over four years into incentives to produce more wind, solar, geothermal and tidal power – an investment that will produce over 14 million megawatt hours of clean electricity, or enough to power a million homes.",28
"Co-operating with our neighbour and closest ally on issues of mutual concern is possible without sacrificing our right to protect our priorities, culture and independence.",42
"Formally recognize the “right to learn” of all Canadians – to develop the literacy and essential skills they need to participate fully in our social, cultural, economic and political life.",37
to pull our weight in protecting the northern portion of the North American continent;,3
A re-elected Conservative Government led by Stephen Harper will take steps to help celebrate Canadian history and identity and develop a stronger sense of national citizenship.,42
The scholarships will be tenable at any Canadian university; may be for undergraduate or graduate studies and will be unrestricted as to field.,40
We need to make sure that our energy policies put the needs of Canadians first.,42
"During the sponsorship inquiry, Canadians learned of envelopes full of cash being used to fund Liberal Party campaigns, and of money from government contracts being funnelled back to the Liberals.",17
A Conservative government will: Work with the provinces in order to achieve a long-term agreement which would address the issue of fiscal imbalance in a permanent fashion.,14
"After 12 years, it’s clear the Liberals’ approach to post-secondary education and training is driving more and more young people into massive debt just to get the education they need for their careers and livelihood.",40
"A Conservative government led by Stephen Harper will take a prudent approach to budgeting that keeps spending growth under control, and will introduce a legislated debt repayment plan that sets a target debt-to-GDP ratio.",32
"Continued strong job creation, adding at least 1.3 million net new jobs between now and 2009.",28
The Conservatives have introduced a number of tax measures that offer little to no benefit for those who need it most: low-income Canadians working to lift themselves into the middle class.,50
A Conservative government will: Work with interested provinces in managing the fisheries.,14
But Canadians are beginning to worry that our children and grandchildren may not enjoy the same opportunities that we have had.,42
Create an economic development agency for the North.,28
"Green Party MPs will: Ask the United Nations to rule on the sovereignty of waters between our islands, and the sovereignty of the land off the Yukon coast, including the validity of oil and gas leases issued by the United States for land near the Yukon.",8
Increase support for rail transport – including developing high-speed trains in urban corridors such as Edmonton-Calgary and Windsor-Quebec City.,39
"boost green investment,",35
More students with advanced degrees will be needed to keep Canada at the cutting edge of innovation.,39
and weakening the term sends a signal to the public and to government that taking action to protect Canadians’ health and the environment is not urgent.,35
Jack Layton and Canada’s NDP will give Canadians clear choices on debt reduction by: Implementing annual balanced budgets – exempting years of extreme revenue shortfalls and disasters and acts of God – and reducing the debt-to-GDP ratio by maximizing the benefits of a growing economy and strong borrowing and debt management measures.,32
Paul Martin and the Liberals have: Opposed giving you a say in whether you want to change the voting system you use.,11
"Jack Layton and the New Democrats – with a caucus team that is 40 percent female, the highest of any party in Parliament - are helping to lead the struggle for equality for women at home, at work and in society.",37
This predictable funding will give stability to the arts and culture sector in Canada.,36
These solutions will include the Better Buildings Retrofit and Energy Efficiency Initiative.,35
"Explore the possibility of free-trade negotiations with Canada’s democratic and economic partners in the Asia-Pacific, Japan, and India.",25
"But today, competition is being waged increasingly among major metropolitan centres.",28
Our responses to climate change are tepid at best.,35
"Security and reconstruction in Afghanistan – Putting this integrated approach into action, the Martin government sent a “Provincial Reconstruction Team”to Kandahar in August 2005.",3
Expanded public transit.,39
The Green Shift is at the heart of the Liberal plan to fight climate change,35
Ensure that the CBC and Radio-Canada continue to perform their vital role as national public service broadcasters.,36
The consequences of these assumptions are summarized in the following table – Five-Year Fiscal Projection.,22
We will not be so in our time.,42
"One of the key means to do this is to reform our tax system: to tax pollution while cutting taxes on income, investment and innovation.",35
"Key measures include: The Climate Fund – A $1 billion market-based institution will buy “emission reduction credits” from businesses, farmers, and others who invest to cut greenhouse gas generation in their activities.",35
"Since 1982, Industry Canada has made grants totalling more than $5.8 billion to some of Canada’s largest corporations.",19
Those living on half that now number 1.2 billion people.,6
"This has begun to be provided with the announcement of evidence-based “benchmarks” for medically-acceptable wait times in five key treatment areas – heart, cancer, sight restoration, joint replacement and imaging.",38
and changing to a voting system that more fairly translates peoples’ votes into representation in parliament.,11
Expand public awareness in both nations of our extraordinary good fortune and our ability and moral obligation to help less fortunate globally.,0
"Canadians know we are fortunate to live in the most beautiful country in the world, a country with the world’s largest fresh water supply and abundant natural resources and wildlife species.",42
The historic tradition of secrecy surrounding the nuclear industry has kept emissions from nuclear power plants off CEPA’s list.,35
"Improve the effectiveness of existing federal agencies for Atlantic Canada, Quebec, and Western Canada.",15
"With government loans set at a maximum of $7,140, it is inevitable that students will go deeply into debt above and beyond their student loans.",40
The Liberal tax plan is completely revenue neutral.,32
The government initiated a New Deal to make Canada’s cities and communities even better places to live.,42
Imagine if even half of that was available to our communities.,14
"The Liberal record on immigration is to tolerate queue-jumping, set up special programs for foreign strippers, and hold up legitimate immigration applications in years of red tape.",16
"Increase access to Employment Insurance for women,",37
"Help develop community economies by providing infrastructure so First Nations, Inuit, and Métis people can fully participate in the Canadian economy.",39
"The Green Party will scale back the bureaucratic burden of the current gun registry in consultation with hunters, First Nations, gun collectors, and sportsmen.",16
"We invite Canadians to review the distance we have come, and then look forward to the challenging but opportunity-filled horizon ahead and ask themselves: Who can best lead this country to the kind of future Canada I want for myself, my family and my community?",18
Finance Canada proceeded as if there was no tax revenue from income trusts.,32
Our progress as a nation must not be mired in jurisdictional disputes that have at their root a failure by previous federal governments to understand or respect the federal nature of our country.,42
e) Adding pollution prevention to the CEPA mandate.,35
"Today, at a cost of almost $2 billion – 1,000 times more than promised – the registry is incomplete, riddled with errors, and according to the former Toronto Chief of Police, “ineffective in helping catch criminals.”",18
HELP PAY THE BILL: The $4 billion in special funds for the National Waiting Times Reduction Strategy will be deployed alongside provincial and territorial funding to hit the target of eliminating inappropriate waiting times in these five priority areas.,38
Establish an independent judicial enquiry to determine the cause of the collapse of the sockeye salmon stocks on the Fraser River.,46
"Yet it took an average of 37,000 voters to elect one Liberal MP, and only 31,000 votes to elect one Bloc MP.",11
"If re-elected, a Liberal government will implement a 10-year, $1 billion National Ecosystem Initiative and Revitalization Plan.",35
"Despite building and renovating tens of thousands of homes over the years, there is not enough housing available for those that need it, and most Aboriginal communities still lack the capacity to build the units themselves.",38
The intensity of hurricanes is increasing.,35
and investment in tougher border measures to halt the movement of unlawful firearms.,3
The Green Party supports the Federation of Canadian Municipalities Large Cities Caucus request for a commitment of one cent from GST as a reasonable approach to stable financing.,14
"And, incredibly, Canada’s climate-changing emissions are now growing faster than those in George Bush’s America.",35
"To help sole-support, single-income parents with the costs of caring for children under six years old, a re-elected Conservative Government will make the $100 per month per child Universal Child Care Benefit given to these parents tax free.",38
"by strengthening the Competition Act and the regulatory powers of the CRTC, the Competition Bureau and the Financial Consumer Agency of Canada.",46
"As one first concrete step toward a new and more cooperative approach, Prime Minister Martin chairs a permanent Cabinet Committee on Aboriginal Affairs to bring a much-needed government-wide focus to the issue.",54
"Establishing a commission to recommend innovative federal financial and taxation steps, like shifting current taxes to green taxes or environmental incentives in a revenue neutral framework.",22
"To protect precious fish habitat, we must also place a permanent legislated moratorium on oil and gas exploration and development in ecologically sensitive areas, particularly the west coast of British Columbia and the Gulf of St. Lawrence.",35
"Exempt from capital gains tax the first $500,000 worth of fishing property transferred within a family.",20
"To address these great opportunities and challenges, the Paul Martin government developed a Northern Strategy, the initial elements of which include:",22
"On a motion presented by Ed Broadbent, a Standing Committee called for a citizens’ consultative process to work in parallel with a parliamentary initiative on electoral reform, beginning in the fall of 2005.",18
"This increased infrastructure commitment,",39
Funding for supportive housing for people with special physical and mental health needs.,38
"Jack Layton and the New Democrats will meet this unacceptable trend head-on, with powerful poverty- fighting initiatives that will restore affordability, fairness and balance to families and individuals, including those who live in poverty.",37
Perhaps more alarming is the drastic increase in how much we’re paying for prescription drugs.,38
Ensure that agricultural industries that choose to operate under domestic supply management remain viable.,52
"Women under 30 earn less than women in that age group, when adjustments are made for inflation, than they did twenty years ago.",37
Work to improve economic and social conditions for aboriginal Canadians.,54
"Studies conducted in Canada and throughout the world conclude that good child care and early learning contribute immensely to the healthy growth of children, as well as to their physical, emotional, social, linguistic and intellectual development.",40
The new Liberal government of Paul Martin is building on a decade’s worth of significant accomplishments by the Chrétien government.,18
Our government pays $93 million in interest every day.,32
We need a flexible federalism that reflects both historical realities and future trends.,14
We fully support a woman’s right to choose.,45
minorities and disadvantaged people.,55
and a 25% reduction target for automakers.,35
and Establishment of six National Collaborating Centres for Public Health.,14
"Instead, the Liberals appointed a lapdog Ethics Counsellor.",17
Require all new appliances sold in Canada to meet the Energy Star standard.,34
"As a result, the government will: – Consider it a violation of the Canada Health Act if a physician provides the same medically-necessary services to some patients on a privately paid basis and others on a publicly-insured (medicare) basis, if such “dual practice” undermines access to publicly-insured services.",38
"Most people believe that animals, including domesticated animals, have the right to be treated humanely.",35
We will also increase the frequency of Aurora aircraft patrols in the North.,3
"And in so doing, we have proven that a high quality of life and compassion for our fellow citizens are not mutually exclusive.",42
and we need to become more energy efficient.,34
"Increasingly, newly minted PhDs are a cheap labour pool for short-term contracts within universities that have fewer and fewer tenure track positions on offer.",40
These giants are home to almost 40% of the world’s population and are rapidly taking their place as global economic and political heavyweights.,6
"f) Shift subsidies and funding away from dams and diversions (including feasibility studies) toward comprehensive “ground to the glass” drinking water protection strategies, especially source water protection, watershed restoration and community- based water conservation and efficiency planning and programs; and,",35
"Make precursor chemicals of crystal meth, such as pseudoephedrine, harder to get.",46
Canadians demand more than simple cosmetic reforms to failed programs.,46
The powers contained in Chapter 11 have already prevented Canada from banning toxic chemicals.,24
"In the next Parliament, Jack Layton and the NDP will work with First Nations, Métis, and Inuit Peoples on issues important to them and to Canada, including 12 high-priority matters:",54
The federal Budget is no longer a realistic assessment of the amount of fiscal room available.,18
Creating approaches to justice that heal and provide opportunityby giving indigenous youth better opportunities than those provided by gangs,38
The high criminal burden of proof currently contained in the Act makes properly prosecuting anti-competitive activity or price manipulation extremely difficult.,21
A re-elected Conservative Government led by Stephen Harper will continue to invest in critical infrastructure for our cities and communities.,39
A Conservative government will: Begin reform of the Senate by creating a national process for choosing elected Senators from each province and territory.,11
That is why we need to help build an even more prosperous and secure North America.,0
"A society where the suffering of children, grandparents and former spouses does not block the courts and enrich lawyers.",37
A Conservative government led by Stephen Harper will immediately ask the Auditor General to review all granting programs – including grants and subsidies to businesses.,46
"On the other hand, time spent in effort to better our society leads to positive feelings of affiliation (belonging) and of empowerment (knowing one’s actions make a difference.)",47
More and more Canadians are taking care of their elderly parents or other elderly or disabled relatives in the home.,55
"For centuries, family farms were the foundation of our society and economy.",42
Jack Layton and the New Democrats will take action to ensure the food you buy in the store is safe to eat.,21
Green Party MPs will: Remove taxes from lowest categories so that no taxes are paid by those below the poverty line (Canada’s Low Income Cut-Off measure).,26
– Request that the Health Council of Canada and the Canada Institute for Health Information (CIHI) report on the interface between public and private delivery of health care in Canada and also on the allocation by provinces and territories of health transfers from the federal government.,38
– Provide loan insurance to enhance the creditworthiness of firms affected by the softwood lumber dispute.,30
The Green Shift will be a new incentive for us to do just that; to do what is right for the planet and right for our wallet.,35
"These are not, as often presented, mutually exclusive goals.",35
It will mean a just accommodation of aboriginal peoples’ aspirations and an equitable sharing of Canada’s natural resources.,14
"When they have less money to save, they have less money to invest.",28
"Specific housing targets will be set for Aboriginals, seniors, women and others who currently bear the biggest burden of housing insecurity and homelessness.",38
"Support the development of individual property ownership on reserves, to encourage lending for private housing and businesses.",19
Accessibility to higher education is one aspect of a serious poverty reduction policy.,40
Increase spending on Overseas Development Assistance beyond the currently projected level and move towards the OECD average level.,6
"Established Genome Canada, a not-for-profit corporation dedicated to developing and implementing a national strategy in genomics.",39
Canada continues to have the highest personal income tax burden in the G-7.,30
The Apprenticeship Incentive Grant was created by the Conservative Government to award grants to registered apprentices who have completed the first or second year of an apprenticeship program in a nationally recognized Red Seal trade.,39
– New funding for access to broadband services.,52
"Working on their education and future should not leave students in overwhelming debt – yet some graduates report crushing debt in excess of $100,000.",40
and expand supports for low-income mothers.,38
"Meanwhile, many young Canadians find themselves stuck in low-paying work and are either not encouraged to consider the trades, or unable to do so because of financial barriers.",20
Businesses can adapt the software to their specific needs.,21
Extend maternity/paternity leave for new parents outside of EI to two years and one additional year for other parents who pay into EI.,38
Oil and gas extraction companies will be obliged to capture and sequestrate an increasing volume of released CO2 beyond that used for enhanced oil recovery.,35
Key elements: Environment Canada.,35
rather than becoming an interchangeable part with the U.S. military.,1
We will invest $50 million in slaughterhouse capacity across the country to support our beef and dairy industries and other livestock producers.,52
"Require all landfills to pay a methane tax, based on emissions with regulatory mandatory methane capture after 2015.",35
and do a better job with the investments we make.,28
"By the end of year four, the Green Shift will have increased the average freight trucker’s total annual operating expenses by less than one per cent or approximately $1,700 per year.",35
Passengers are at the mercy of freight.,21
while respecting the rights of law-abiding Canadians to own and use firearms responsibly.,10
"get spending under control,",30
"Studies show that American-style private health care leads to more deaths, costs more money and reduces accessibility.",38
"To ensure that Canadians continue to reap the benefits of sound economic management, a Liberal government will:",30
It brought in legislation to ostensibly clean up “Liberal corruption.”,17
Every day in our hospitals pass moments that alter the course of human lives.,38
"Jack Layton and the NDP will work to: A step at a time, as finances permit, restore the funding that was cut by Paul Martin to transfer payments for post-secondary education in the 1990s.",40
"and to reach out to children living in poverty, we will:",37
Only the Conservative Party led by Stephen Harper offers the vision for change and the will to do things differently in Ottawa.,18
Canada cuts about one million hectares of forest a year.,34
"Too many skilled workers and professionals face trouble having their credentials recognized, even after they have been assessed and vetted during the immigration process.",54
Combating stigma and raising awareness.,37
It is time to ease the tax burden on small businesses as they grow and create jobs.,21
"Specifically, the Paul Martin Liberal government: Cancelled the sponsorship program as its first act upon taking office two years ago.",17
Underwrite development by the National Research Council of a network of Commercialization Centers across Canada.,20
* Establish a CEPA taskforce to focus on pollution reduction in the Great Lakes-Saint Laurence Basin and the Juan de Fuca-Georgia Strait region.,35
There are other ways to put taxes to work improving our society.,38
Canadians value our public health care.,38
"In particular, we have provided $75million to accelerate the integration of 2, 300 internationally trained doctors, nurses and other health professionals, including lab technicians, occupational therapists and pharmacists.",38
Truckers carrying cargo vital to Canada’s economy should not be stuck at inadequate border-crossing bottlenecks.,39
This will provide direct financial assistance to Canadian families whether or not they pay any income taxes.,38
"With the Green Shift, Canada will, for the first time, have a clear, meaningful and gradually increasing price on carbon.",35
Call on Arab countries to use their influence to broker an agreement between Hamas and the Palestinian National Authority to facilitate the promotion of peace amongst the competing Palestinian interests.,5
"We recognize the importance of the co-operative housing sector,",21
"In over 90% of cases, Canadians are forced to wait beyond what physicians believe is the clinically acceptable maximum wait period.",38
Reduce accidents and railroad derailments.,39
Jack Layton and the New Democrats will: Reject Stephen Harper’s plan to create a new Crown Corporation for EI.,30
– Giving young Aboriginal Canadians the chance to realize their potential will be the foundation for everything else we do.,40
This is a contract with Canadians ensuring that any federal surplus funds are returned or deployed for the benefit of all Canadians.,37
"The core values of that system – fairness, equity and collective responsibility – have remained steadfast.",38
A re-elected Conservative Government will ensure that the Public Appointments Commission gets up and running.,16
Ensure that individuals held under security certificates are given access to legal assistance and the right to trial within a reasonable period of time.,10
"It has a proud tradition of even-handed law enforcement,",42
"After the 1982 repatriation of the Constitution and the refusal of Québec to sign the Constitution, after two failed federal accords, two referendums, asymmetrical federalism, a sponsorship scandal, and “nation within a nation” legislation, many Quebecers and Canadians ask the obvious question: “Where do we go from here?”",14
The Liberal government has consistently rejected attempts to provide Canadians with better access to government information.,18
"Jack Layton and New Democrats are committed to addressing gender equality, providing fairness, respect, and dignity for all citizens – one practical step at a time.",37
"give a tax credit for the cost of establishing a home office,",20
"This will ensure that all companies, not simply those that are earning a profit in the short-term are rewarded for their R&D activities.",39
Strengthen the status of Canada’s artists by:,37
"Finally, under the pressure of the sponsorship scandal, the Liberals partially fulfilled their promise.",17
"And despite Paul Martin’s promises to clean up Ottawa, the scandals just keep happening.",17
Provide support to the people of the Arctic so they can build communities which are on par with other Canadians.,54
"We will replace it with legislation that respects civil liberties, ethnic communities and freedom of the press.",10
"If the people who need help are not properly cared for, this puts a strain on everyone.",37
"Take the lead in developing resource management strategies,",22
Replace statutory release (the law entitling a prisoner to parole after serving two-thirds of his sentence) with earned parole.,46
Demonstrate how economic prosperity and environmental sustainability can be united through innovative technology and smart regulation,34
Through inadequate environmental protection we risk leaving our children the deplorable legacy of a debilitated and degraded environment.,35
Grandparents can also be cut off.,55
Green Party MPs will: Review and redress the significant damage to Canadians caused by the broken promise and adjust tax rates in light of that error.,21
"The country’s escape from chronic deficits created confidence and allowed for flexible, responsive public policy.",38
And we will ensure that it benefits more families by phasing it out more slowly.,38
Freshwater is the lifeblood of Earth.,35
Provide computerized health promotion aides and make them accessible freely to all Canadians,37
"Phase out Halocarbons (CFCs, HFCs, PFCs, SF6) by 2015.",35
Imagine what $33.8 billion could do to alleviate poverty and provide affordable housing and affordable post- secondary education in Canada.,38
The implication of this is significant – fewer workers supporting more seniors.,28
"- $1 billion to be invested in environmental technologies over the next seven years,",39
* Achieve the 2003 Boreal Forest Conservation Framework’s goal of protecting at least half of Canada’s Boreal Forest in a network of large interconnected protected areas,35
We will make the SR&ED Tax credit 25 per cent refundable to spur further innovation in developing the new products that will keep Canada competitive.,28
"Speed up the identification, location and cleanup of all DND chemical dumpsites (both on land and at sea).",35
The threshold for the ballot question to change our voting system should be fifty percent plus one.,11
"And increasingly, our cities are our economic engines.",15
Strong support for health and education on reserve and off.,40
"Paul Martin has: Sent mixed signals about his stance on George Bush’s Iraq War and appointed an open supporter of the war, David Pratt, as defence minister.",0
"The prime barrier to accessing post-secondary education, both academic and trades training, is the price tag.",40
The CFI has been one of Canada’s great success stories.,40
This is why we need your help.,18
"We will register dangerous criminals, not duck hunters.",46
"Inflation will be targeted to remain between 1% and 3%, helping to keep interest rates down, and therefore, make homes and cars more affordable.",32
"Implementing a permanent national infrastructure program so that accountable local governments can own and deliver clean drinking water, waste water reduction, sewage treatment and solid waste reduction strategies to their communities – and create jobs.",39
The Plan for Growth and Prosperity is about taking the excellent performance of Canada’s economy to the next level.,28
This includes a ban on further GE research (except for traditional seed selection and grafting) at Agriculture Canada and a ban on companies such as Monsanto owning patents to GE products developed through joint research with Agriculture Canada.,24
"* Increase monitoring and protection efforts, including park rangers and guides with interpretation skills to educate Canadians and visitors on the vast beauty and value within our National Parks.",42
It is about ensuring a sustainable quality of life for all Canadians.,35
This document has outlined ways in which a Liberal government will help.,18
– Obligating lobbyists to file annually a declaration of their political work.,17
We are dedicated to responsible governance that protects our country and our fellow Canadians.,42
Accountability means that Canadians have a right to understand their course of treatment and how their care will be managed.,11
"Do we begin weaning ourselves from our almost complete dependence on fossil fuels and nuclear power in a thoughtful way that respects the communities, workers and businesses affected?",35
We will act on her recommendations.,18
A culture that needs to be cleaned up.,17
"Canadians are giving generously of themselves to care for those they love, respect and admire.",55
Any murder committed in a gang-related context will be deemed first-degree murder,46
We will seek to bring Alberta and Quebec into the Canada Health Council to make it truly representative of all Canadians.,14
"Over the past few years, the pace of Liberal spending has grown out of control.",16
"We export more, as a percentage of our economy, than any other G-7 country.",28
"It doesn’t create greenhouse gases, and can be coupled with other forms of low-impact energy, especially hydro.",35
"Sharing half the federal gas tax with municipalities to support sustainable transportation with public transit, cycling and pedestrian infrastructure in urban areas and freight rail and rural roads in rural communities.",39
Line 5 contains $11. 2 billion of measures announced after the Update but before the election writ was issued.,26
"We will protect our air, water, land, fish and wildlife.",35
"Not when one considers the cost, pollution and threat to global security associated with nuclear power.",35
"We believe our foreign policy objectives must include multilateral disarmament, particularly nuclear disarmament,",4
"Implement all of the recommendations of the House of Commons Standing Committee on Aboriginal Affairs and Northern Development contained in its fourth report on Resolving Indian Residential School Claims, to expedite the settlement of claims and save money.",40
MPs should be elected through a fair voting system that ensures parties get a share of seats in Parliament that is equal to their share of popular vote.,11
"Going forward, a re-elected Conservative Government led by Stephen Harper will: Extend funding for the forestry industry to market its products abroad",24
"In the 1993 Red Book, which Martin wrote, the Liberals committed to creating 50,000 child care spaces in each year following three per cent economic growth to a maximum of 150,000 spaces.",38
These are credits that can be paid to Canadians even if they do not pay enough income tax to use the credits to reduce their taxes.,26
The Afghan government also needs to be strengthened institutionally and practically so that it so that it no longer succumbs to the corruption of drug lords.,6
Created the Territory of Nunavut in 1999.,14
Accelerate the sea bed survey work which supports Canada’s claim to an extended continental shelf in the Arctic Ocean so it is complete in time for submission to the United Nations in 2013.,8
"Basic needs are not being met for a significant number of Canadians, and the gap between the rich and the poor is widening.",37
"Create greater opportunities for Aboriginal peoples – now the fastest growing component of Canada’s population, but facing a significant gap in life chances compared with other Canadians.",54
This could mean real savings for seniors by reducing interest costs of reverse mortgages by as much as two percentage points below current rates.,30
Ban cash donations to political parties or candidates of more than $20.,17
Jack Layton and the New Democrats will ensure that every Canadian can share in our country’s opportunities and potential.,42
"Ensure fair wages and working standards,including:",30
"It is also about dignity, pride of place, and a stake in one’s community, as well as one’s single most important investment in the future.",38
Hearings related to French- language or Quebec broadcasters will be heard by panels consisting of a majority of French-language or Quebec CRTC members.,48
"Jack Layton and Canada’s NDP support this model of fair trade, an emerging solution in the wake of recent failures at the World Trade Organization (WTO) and proposed Free Trade Area of the Americas (FTAA).",34
Help employers and communities create child care spaces in the workplace or through cooperative or community associations by allocating $250 million a year in tax credits to employers who cover the full cost of creating spaces.,38
"* Endorse and promote the Olympic Movement’s Agenda 21 for Sport, which advocates sport and recreation management practices that are sustainable and encourages sustainable practices at all sports events and facilities.",34
"Specifically, the “Five in Five”plan would: GET THE DATA: Publish nationally comparable waiting times in all five areas by December 31, 2005.",38
This is despite the fact that Ottawa has steadily increased cash transfers to provinces for health and other social programs.,14
"Ensure that the United Nations, not NATO or the US, becomes the lead organization in the provision of security and development assistance in Afghanistan.",6
– The Plan will be delivered through the Canada Student Loan Program (CSLP).,40
"Restoring the health of languages by strengthening First Nations, Métis, and Inuit communities and culture by supporting their efforts to restore – in this generation – the health of indigenous languages.",48
"Making Canada safe for First Nations, Métis and Inuit women,wherever they are, by taking immediate action on the recommendations of the Amnesty International’s Stolen Sisters Report and by supporting efforts of native women to develop healing centres and educational and training opportunities.",38
"In today's economy, ongoing training and lifelong learning are essential in helping Canadians find jobs and advance in the workplace.",39
and create a carbon market.,35
while stimulating a new biofuels industry in Canada,28
"A Conservative government will: Invest an additional $500 million over the next five years supporting university-based research through the national granting councils, including the indirect costs of research.",40
